FullName,Word Embedding,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Item,Footprint
lotus root cooked,"[ 4.77660214e-01 -3.72109775e-01  1.12312542e+00 -3.01878033e-01
  1.84699522e+00  2.25003949e-01 -1.20129848e+00 -1.42499929e-01
 -4.40452239e-01  4.97820228e-02  4.25387965e-01  1.05237325e+00
  1.90665359e-01 -1.03093637e+00  4.98892630e-01  5.75842686e-01
 -2.94335512e-01 -7.81715984e-02  1.25699105e+00  2.78810002e-01
  3.23744714e-02  3.29652577e+00  4.21772177e-01  7.54005189e-01
  7.11549177e-01 -3.13354075e-01  4.44050744e-01  1.90701862e+00
  5.78146577e-02  5.81742759e-01 -7.86300817e-02 -3.01714768e-01
  5.62212281e-01  1.52934981e+00 -1.36008896e-01  1.14825467e+00
  6.21996465e-01 -5.40747498e-01 -3.09815640e-01  4.21169596e-01
  2.37829496e-01 -1.74956414e+00 -1.07326406e+00  6.13800064e-02
 -2.28058561e-01 -3.03101319e-01 -3.40760579e-01  7.93612535e-01
  4.47250592e-01 -2.30521255e-02 -3.78174151e-01  5.69168858e-01
 -4.09168805e-01  6.07390304e-02 -1.66231481e-01  2.46257644e+00
  6.65375208e-01  8.28333423e-01  2.92727154e-01  8.76089630e-01
 -9.19293240e-02 -1.12609379e+00  1.07863916e+00 -3.63313278e-01
 -1.38654588e+00 -1.45266095e+00  7.22216343e-02  1.21116201e+00
  9.44596082e-02 -1.10983180e+00  3.53671045e-01 -5.64751526e-04
  6.33692498e-01 -9.98544673e-01 -2.79335355e-02  1.82342491e+00
  1.45220431e+00 -5.17002550e-01 -3.06212292e-01 -7.95429123e-01
 -1.44937475e-01  1.60999303e+00 -5.67956187e-01  1.11188304e+00
 -6.89660170e-01 -4.27065894e-01  8.80020789e-01 -4.03836220e-01
  1.18561691e+00  1.98688716e-01 -4.53828916e-01 -7.06820671e-01
  1.00938476e+00  1.50374528e+00 -1.66671533e+00 -4.10273820e-02
 -1.24663065e+00  6.69221294e-01 -7.29650388e-01 -2.20351219e+00]",66.0,1.58,0.07,16.02,0.25,3.1,0.0,0.218,0.0,27.4,0.005,8.0,0.3,0.01,0.127,26.0,0.217,0.9,22.0,0.22,78.0,0.6,0.33,carrots frozen,0.267
lotus root raw,"[-0.14022277 -0.02208279  0.76374629  0.16497768 -0.19500157  0.36169794
 -0.02202596  1.31306808 -0.50697325  1.50987055  0.02469995  0.29150027
 -0.95296101 -1.08721471 -0.44757352  0.72516496  0.45381659 -0.51261859
  0.41623434  0.06973359  0.26108702  1.06774272  0.3604531  -0.08770816
  0.16688461 -1.00285921 -0.68370009  0.96366151 -0.47638302  0.18631297
  0.19225845  0.1659998   1.36461211  0.53135052 -0.40221252  0.23937727
  1.08697754 -1.00683621  0.34630558 -0.03167395  1.13428518 -1.45591264
 -0.23144544  0.59650122 -0.06144034 -0.00500703 -0.83334592  0.08660334
  0.40199     0.31740445 -0.27408912  0.00330567 -0.76383849  1.09577059
 -0.6899823   0.89487049  0.40367329 -0.28401989  0.30995674  0.82741123
  0.26895507 -0.82332572  0.71225123 -0.24756891 -0.75864107 -0.24284748
  0.33011229  0.68293341 -1.002675    0.1855425   0.35129699  0.52838219
  0.58575475 -1.65458769  0.40912845  0.02912023  0.43220112 -0.4414017
 -0.49943004 -0.30127745  0.01803998  0.80130458 -1.14656414  0.25133319
 -0.68156491  0.40609669  0.28782401 -0.07987001  1.32988358  0.16670206
  0.67428949  0.0362538   0.51478618  0.55035687 -0.5845363  -0.07519853
 -0.29227867 -0.17496287 -0.15371717 -0.38182273]",74.0,2.6,0.1,17.23,0.0,4.9,0.0,0.258,0.0,44.0,0.0,13.0,0.4,0.22,0.16,45.0,0.257,1.16,23.0,0.261,100.0,0.7,0.39,starchy roots,0.29
mountain yam hawaii,"[-0.09872409  0.13715101  0.17681363 -0.01226681  0.0974014   0.09246145
  0.27425059  0.28877086  0.17606986  0.01910223  0.10551888 -0.03204796
 -0.07523389 -0.08038821 -0.09791867  0.13419772  0.12626895  0.01467754
  0.10088282 -0.11132455  0.1900174  -0.16130053 -0.20255888 -0.14555109
 -0.0369043  -0.14951786 -0.00585767 -0.10650753 -0.05234699 -0.24223224
  0.09105539 -0.08613254  0.05487995 -0.12445422 -0.05419572  0.09573749
  0.079665   -0.14907461 -0.05707811 -0.13570347  0.10526577 -0.17390999
 -0.01859088  0.29051045  0.06709609  0.2094208  -0.18729248 -0.07699262
  0.21941434  0.13530805 -0.08007417 -0.11478474 -0.22167067  0.10877596
 -0.06355195 -0.10129723  0.12983372  0.08806796 -0.19155669 -0.00107632
  0.08522339 -0.10725957 -0.05958278 -0.00379568  0.00509772 -0.01777977
  0.07193158  0.17046928 -0.05154875 -0.10093524 -0.06932792  0.10443758
 -0.00270161  0.0733113  -0.01047643 -0.03124972  0.17592774  0.05939583
  0.11809538 -0.23307403  0.18352152  0.02662332 -0.05364283  0.08746926
 -0.2762254  -0.06388501 -0.24822158  0.01573231  0.31148395  0.01049681
 -0.02243762  0.00758285 -0.06237833 -0.26081972 -0.05305866  0.12807886
  0.06239777 -0.09652875  0.33202673  0.15623842]",77.0,1.6000000000000003,0.0866666666666666,18.76333333333333,0.1033333333333333,0.8333333333333334,0.0,0.1989999999999999,0.0,0.8666666666666667,0.0699999999999999,12.666666666666666,0.247,0.0156666666666666,0.0913333333333333,14.0,0.1226666666666666,0.4333333333333333,10.666666666666666,0.2693333333333332,38.0,0.8333333333333334,0.3033333333333334,kiwi,0.6537333333
mung beans mature seeds,"[ 0.94209052 -0.14851208  0.6607594  -0.44076774 -0.13024481 -0.66584295
 -0.9468089  -0.06190758 -1.83682563 -1.12809729  1.00283214  0.61311476
  0.11649393 -0.92262118  0.33037873  0.04217427 -1.06845215 -0.52932936
 -2.02469809  0.20485555  0.8870913   0.95258516  1.21848773  0.3348363
  0.98355256 -0.20812793 -0.93773083  1.3780458  -0.94632563 -0.56202698
 -0.469925    0.26791319  0.71977597  0.81518198 -0.61371512  0.69766434
 -0.14694708 -0.676741   -0.37790324  0.57331827  0.9921011  -1.55266435
 -1.82914264  0.69256213 -0.53881039  0.84941852 -0.70605275  0.5492624
 -0.31816594 -0.28265419 -1.64318508  0.51983548 -0.98180987  1.14117973
  0.59079806  0.2225978   0.63474372 -0.48547847 -0.83282939  0.5400085
  0.69720773  0.74095592  0.11009094  0.43370874 -1.00508699  0.56364743
  0.36164274  0.1035798  -1.60529343  0.39597399 -1.30389727 -0.25562846
 -0.46520682 -0.04803867  1.69969544 -0.08429183  1.48433298  0.5027722
 -1.20080148 -1.03489769 -0.1756303   0.19853185  0.84595986  0.49377382
  0.0110899  -0.27133728  0.1850063   1.35934512  0.73161168  0.2292245
 -0.20509898 -0.1645106  -1.92320563 -0.23390139  1.07328813  0.38500428
  1.07592583 -1.27008529  1.17844115 -2.10799175]",30.0,2.85,0.1425,6.08,2.4525,1.325,1.25,0.0815,0.0,13.0,0.06,47.25,0.89575,0.127,0.081,12.5,0.16575,1.0275,20.5,0.19,47.25,0.6,0.5625,beans frozen,1.77
mushrooms brown,"[ 1.89889434 -1.23086852  0.01104915  0.58510697 -1.21888292  0.02502348
 -0.84804341 -0.46988761 -1.23613387  0.3336545  -0.83432009 -0.58047335
  0.88320754 -1.40442306  0.09143769  0.42648804 -2.79815125  1.00951582
 -1.88143694 -0.57233517  2.46223161  2.79570299 -0.62104457  1.38621849
  0.99751738  1.16316676 -2.76426601  1.05073822 -0.2993018  -0.44310828
 -1.63564986 -0.5250631   0.45967011  2.11002448  2.12195592  1.85800415
  0.79751086  1.73042172 -2.16172209  1.74705499 -0.53348701 -2.35825938
 -4.05895746  2.14232996 -1.70751202  0.5910176   0.46126509  0.56577589
 -0.3483866  -1.97199759 -2.65528929 -0.80397964  0.70479155  1.83974779
 -1.43712676  4.55908942 -0.49004227 -1.91610697  1.02817661  2.85978597
 -1.71609294 -1.76913351  2.38288501  2.05516064 -1.10334161  1.17496273
 -1.73011132  0.92577836 -0.82745866 -1.20382592  1.54748896  1.29884824
 -0.62118355 -2.29647315 -1.82895917  0.48197469 -2.01795769 -2.63322663
 -0.5552481   2.27090901  0.89082563  1.29210067  2.4682188   0.76280893
  0.1756478   2.32033035  0.16419852 -0.05818804 -0.9695327  -2.55152941
  0.70784515 -1.60327463 -0.17641282  0.72486389 -1.97712493  1.85935237
 -1.61099321 -1.16934022 -2.24010044  0.10922282]",22.0,2.5,0.1,4.3,1.72,0.6,0.0,0.11,0.1,0.0,0.01,25.0,3.8,0.49,0.095,18.0,0.5,0.4,9.0,0.142,120.0,26.0,1.1,onion,0.2394833333
mushrooms canned,"[-0.27451554 -1.38683805  2.03572339  0.08424968 -0.8567111   0.32703152
 -1.44664755  1.83581382 -2.81099987  0.2433324  -1.79860127  1.3405364
 -0.20470667 -1.03715688 -0.2122466   1.47809339  0.04047239  0.36300008
 -1.56395036 -1.27530631  0.10924649  2.71064794  0.4032113  -0.38768923
 -1.54215845 -1.1964004  -1.11960053  2.99920213 -1.0261744   0.44089625
 -0.087212   -0.78191867  1.77748275 -0.14615529 -1.25807543  2.2354964
 -0.21025091  0.5728462  -0.5440205   2.0201754   0.57796989 -2.22897053
 -1.27619529  1.09974947 -1.17164755  1.63553423 -2.08724231  0.00595577
 -0.66095793 -0.39835091 -1.34795849  0.14937097 -1.83493149 -0.67675734
  0.50433773  1.92879122 -0.33018452  0.55851457 -0.01453559  2.06334633
 -1.13910512 -1.28338765  0.08430202  2.23780251 -1.71226105  0.83134891
 -0.58305057 -0.73836023 -0.64984089 -0.3637403   0.11697157  0.11100027
 -0.86806676 -1.08058462  1.99392563  0.03625309  0.49475002  1.88887024
  0.19336492  0.61670113  1.09634751  1.15360583  1.4065108   2.05940503
 -0.9771755   0.65893678 -0.53692041  0.38905621 -0.46430905 -2.23296833
  1.30353443 -0.02563402 -1.07490516 -0.67586171  0.13352677 -0.11361174
  0.16510686 -0.96910682 -0.91036895 -0.46830154]",25.0,1.87,0.29,5.09,2.34,2.4,0.0,0.061,0.0,0.0,0.01,12.0,1.593,0.021,0.085,11.0,0.235,0.79,15.0,0.086,66.0,4.1,0.72,carrots canned,1.6
mushrooms enoki,"[ 0.42969299 -1.73107286  0.70849265 -0.91588076 -0.65654289  0.04545492
 -0.42825553  1.19082152 -1.9076071   0.26527116 -0.72279002 -0.08804882
  1.06866752  0.34156279 -0.04476752  1.36890291 -1.38400694  0.52104234
 -0.94848131 -0.50230333 -0.24004614  1.91187449 -0.06809625  0.65774308
 -0.08093975 -0.44224647 -1.59964776  1.75047247 -0.95170912  0.0287917
 -0.30671446 -0.27963258  0.57469632  0.0778514  -0.1932298   1.39350541
  0.46436048  1.05170051 -0.45596191  0.60712411  0.19180638 -1.47477005
 -1.89036082  0.03376224 -0.77271903  0.80016899 -1.39969042  0.11244202
 -0.49296237 -0.16730741 -1.14100704  0.49882067 -0.63487456 -1.01881165
  0.40044675  1.21125179  0.54912806 -0.32340021 -0.02296338  0.62309359
 -1.194283   -1.24037874 -0.18978687  0.77432982 -1.49950697  0.72411664
 -0.1124464  -0.40768089 -0.68913544 -0.69831978 -0.06650903 -0.26409126
 -0.61887666 -1.29374838  0.56677769  0.63129188 -1.00439071  0.76983124
  0.06236071  1.34872212  0.22919142  1.01441335  1.69347647  0.67081999
  0.43448979  0.44216625 -0.46671143  0.02510828 -0.33696574 -2.11105469
  1.06577677 -0.04451176 -0.65221538  0.12350459 -0.37904727  0.20794315
 -0.26112086 -0.41057417 -0.82779152 -0.10779346]",37.0,2.66,0.29,7.81,0.22,2.7,0.0,0.1,0.0,0.0,0.01,48.0,7.032,0.2,0.225,0.0,0.107,1.15,16.0,0.075,105.0,2.2,0.65,vegetables,0.6926075
mushrooms morel,"[ 0.42059511 -1.70263032  0.70434266 -0.86706676 -0.63012564  0.00258402
 -0.45436537  1.20583646 -1.85976226  0.27136054 -0.71644104 -0.08893874
  1.07279949  0.38595975 -0.05840645  1.31850353 -1.37528485  0.57905613
 -0.95440545 -0.51053742 -0.24449957  1.86857469 -0.00454791  0.67961753
 -0.08602433 -0.44905139 -1.54864741  1.70902224 -0.95571946  0.00308398
 -0.33697824 -0.29483851  0.54965204  0.10594934 -0.16213949  1.37797453
  0.48613834  1.10342572 -0.45912734  0.61183222  0.21651099 -1.47351323
 -1.87958725  0.03211619 -0.73115643  0.7930381  -1.33675572  0.1408006
 -0.52562855 -0.19701248 -1.12921535  0.56669631 -0.68367484 -0.97117257
  0.37406395  1.22222837  0.46405894 -0.27175559  0.00739473  0.61006696
 -1.15210142 -1.23415635 -0.1519075   0.77418717 -1.45989395  0.74581238
 -0.08003637 -0.42277166 -0.66916863 -0.72605596 -0.04933495 -0.20361637
 -0.59931259 -1.31654554  0.5781858   0.62485007 -0.99453027  0.77529572
  0.07727141  1.37501654  0.21936422  1.0150361   1.65760716  0.66612715
  0.43739183  0.41066402 -0.46283273  0.03419084 -0.30772983 -2.12302847
  1.09778634 -0.03579581 -0.65243578  0.12464623 -0.32242848  0.20549344
 -0.29221668 -0.39510982 -0.76160049 -0.07271211]",31.0,3.12,0.57,5.1,0.6,2.8,0.0,0.136,0.0,0.0,0.0,9.0,2.252,0.205,0.069,43.0,0.625,12.18,19.0,0.587,194.0,2.2,2.03,vegetables,0.6926075
mushrooms oyster,"[-5.91845602e-01 -1.90293702e+00  1.24881947e+00 -1.50764030e+00
 -5.78132190e-01 -1.12939663e-02 -1.23969027e+00  1.61237517e+00
 -3.55303884e+00  1.55643380e+00 -1.76752436e+00  3.64780426e-03
  2.04852402e-01 -3.36918771e-01  4.48799741e-01  1.23080252e+00
 -1.01310316e+00  1.38901579e+00 -1.50084567e+00 -2.11741951e+00
  4.93748188e-02  1.40360227e+00  3.12818085e-01  1.09571835e+00
  1.15708038e-02 -2.13080943e-01 -1.80288108e+00  2.21673870e+00
  4.46321309e-01 -4.06525128e-01 -2.50292778e-01  2.41730094e-01
  8.33003104e-01 -6.21993635e-01  7.92634487e-03  1.64985523e+00
  1.05019212e+00  1.59712595e+00 -1.01188287e+00  5.36919903e-01
  7.61329904e-01 -2.16149497e+00 -2.10129155e+00  1.03572759e+00
 -1.20004746e+00  5.40039077e-01 -1.02517161e+00 -1.61441579e-01
 -4.31442365e-01 -9.83570486e-01 -8.77912506e-01 -6.06431603e-01
 -3.85602146e-01 -1.25307974e+00  6.73409104e-01  1.08817382e+00
  2.57425889e-01 -4.84351739e-01 -6.98468126e-02  7.25697830e-01
 -7.49081403e-01 -9.62841198e-01  6.41619176e-01  1.10543606e+00
 -1.31899631e+00  5.42059258e-01  7.55750634e-01 -8.45836788e-01
 -2.14470816e+00 -8.11175942e-01  2.71305591e-01 -1.03914085e+00
 -1.22324550e+00 -1.52741036e+00  9.90796626e-01  1.80143714e+00
 -1.82514203e+00  5.44396773e-01 -7.00026527e-01  8.56591225e-01
 -2.28951603e-01  8.47632080e-01  9.75414336e-01  1.34713429e+00
 -2.73266643e-01  6.58567294e-01 -6.02335423e-01  2.78180040e-01
  3.10561061e-03 -1.88777888e+00  9.64450322e-01  1.11509129e-01
 -8.45118433e-01  2.80975722e-01 -1.16598427e+00 -5.93871921e-02
 -6.95116907e-01 -8.27196062e-01 -5.14030039e-01 -6.96901478e-01]",33.0,3.31,0.41,6.09,1.11,2.3,2.0,0.11,0.0,0.0,0.0,38.0,4.956,0.349,0.125,3.0,0.244,1.33,18.0,0.113,120.0,2.6,0.77,soy burger,1.48
mushrooms portabella,"[ 0.2287742  -1.69371816  0.84317966 -0.78385333 -0.69327521  0.14756709
 -0.55044453  1.31766857 -2.00047763  0.3003947  -0.77647386 -0.15893358
  1.10588596  0.40310473 -0.17954472  1.57733029 -1.42608571  0.64559528
 -1.07237288 -0.62983823 -0.47005734  1.82990534  0.02533552  0.60808465
 -0.10608568 -0.28833516 -1.59693604  1.90494657 -1.10266858  0.19009408
 -0.38499852 -0.19028058  0.58378047  0.2572857  -0.37454942  1.53835218
  0.50357591  1.18902174 -0.34312855  0.69732866  0.25906074 -1.75970727
 -1.97726525 -0.17367526 -0.92322819  0.83720165 -1.40381833  0.09676113
 -0.66490236 -0.21415365 -1.20460009  0.59515593 -0.66452567 -0.91630071
  0.36180459  1.39284113  0.56253613 -0.29847856 -0.09648633  0.61856941
 -1.16245714 -1.32395329 -0.20034442  0.92831942 -1.5667004   0.60718606
 -0.25757175 -0.3832985  -0.67681239 -0.78592677  0.1131497  -0.03382637
 -0.62955981 -1.43927191  0.75773492  0.57767016 -1.09656608  0.71304573
  0.06928087  1.35910896  0.35160339  0.99651067  1.77382915  0.89148337
  0.53572085  0.38557186 -0.53282993  0.05074257 -0.32038036 -2.18750232
  1.1182842  -0.09006972 -0.68632684  0.19178541 -0.24136277  0.24622178
 -0.36142327 -0.36194523 -0.86337607 -0.06267603]",25.5,2.695,0.4649999999999999,4.155,2.38,1.75,0.0,0.135,0.025,0.0,0.01,18.75,5.374499999999999,0.2665,0.0655,3.0,0.3375,0.355,9.0,0.068,121.5,20.25,0.5900000000000001,vegetables,0.6926075
mushrooms shiitake,"[ 0.35971389 -1.81471471  0.86089389 -1.05683933 -0.69665916 -0.07284691
 -0.63278766  1.49059796 -2.04404722  0.36401266 -0.67929564  0.09131281
  1.25112233  0.31700452  0.05642238  1.64512593 -1.46986475  0.40138468
 -0.91536001 -0.63700071 -0.27350087  1.93918062 -0.05195788  0.6366101
 -0.16123917 -0.4292384  -1.66074075  2.02540344 -1.06393474  0.36085362
 -0.51951784 -0.25607761  0.99839446  0.18138758 -0.44923444  1.44729562
  0.59114873  1.19789115 -0.22499827  0.72817855  0.3466191  -1.69798148
 -2.07573238 -0.02586588 -0.91080362  1.12042049 -1.54550654 -0.06378165
 -0.67806032 -0.28258619 -1.26860213  0.5233368  -0.86120422 -0.94511776
  0.47866718  1.45420997  0.67957257 -0.33868037  0.08744601  0.71317729
 -1.28418325 -1.30181313 -0.3142841   1.00299284 -1.64082889  0.93877974
 -0.33432313 -0.35994845 -0.83491017 -0.81966748  0.16246608 -0.16807552
 -0.69664753 -1.6987392   0.73626363  0.60370523 -1.14680289  0.94918644
  0.17368469  1.43307384  0.32716459  1.29056376  1.66470044  0.70802596
  0.37547318  0.43429531 -0.70327218  0.1018042  -0.19857001 -2.15795458
  1.14962772 -0.10124205 -0.7919111   0.26997738 -0.21754844  0.31781883
 -0.3897285  -0.46860649 -0.88950146 -0.08908787]",96.2,3.678,0.454,23.724,2.514,4.360000000000001,0.0,0.35,0.0,0.82,0.0,46.4,4.9694,0.4202,0.0975999999999999,4.2,1.4524,0.708,39.8,0.4074,115.0,21.54,2.462,zucchini,1.7714
mushrooms straw,"[ 3.09204042e-01 -1.69672775e+00  1.22664124e+00 -5.64984351e-01
  1.90737188e-01 -2.78014302e-01  1.25217348e-01  1.63026619e+00
 -2.86559188e+00  9.90917563e-01 -7.63990868e-01 -1.59392009e-01
  6.72698885e-01  1.45144403e-01  5.34406554e-01  7.26254523e-01
 -1.19228108e+00  2.65791416e-02 -1.31867886e-01 -4.86269887e-01
  9.04137820e-01  1.64316651e+00 -2.68346692e-01  3.53059769e-01
  4.57346171e-01 -1.56792724e+00 -9.32138681e-01  1.14895809e+00
 -1.02760011e+00 -2.62117527e-01  2.46693075e-01 -4.21001442e-01
  2.77598172e-01 -9.80324931e-02 -9.61793199e-01  1.93082291e+00
  7.23647624e-01  3.29127371e-01 -3.66516501e-01 -8.90954137e-02
 -2.79277667e-01 -1.22997595e+00 -2.03254300e+00  2.33620789e-01
 -4.23210919e-01  6.74114279e-01 -1.38565975e+00  8.03121135e-01
 -7.20080033e-01 -4.37339693e-02 -1.61363107e+00  3.11151728e-01
 -7.50949070e-01 -1.05956566e+00  3.37467853e-01  9.27648395e-01
  8.47450107e-01 -8.02549869e-01 -3.35019853e-01  1.96068347e-01
 -9.67985973e-01 -9.40173104e-01  2.85950303e-03  2.55572140e-01
 -1.36854448e+00  3.63839298e-01 -4.51982938e-01  8.75614285e-02
 -3.85149181e-01 -5.64210057e-01  1.96442246e-01 -8.52600962e-01
  2.38281488e-02 -1.15842811e+00  6.58366717e-01  8.78861591e-01
 -7.27331936e-01  2.69346178e-01 -6.08464137e-01  7.49123454e-01
  9.69122648e-02  2.78945148e-01  1.66952201e+00  6.77306483e-01
  2.78705612e-01  2.10148096e-03 -6.15180895e-01  2.05413975e-01
  1.06448621e-01 -2.16972169e+00  9.74150032e-01  5.89233786e-02
 -6.84801340e-02 -1.97033517e-01 -4.46631454e-01  6.32257447e-01
 -2.35689534e-01  3.57634127e-02 -5.69938704e-01 -1.62435934e-01]",32.0,3.83,0.68,4.64,0.0,2.5,0.0,0.014,0.0,0.0,0.0,38.0,0.224,0.07,0.013,10.0,0.133,1.43,7.0,0.098,61.0,15.2,0.67,vegetables,0.6926075
mushrooms white,"[-2.93217450e-01 -1.10163474e+00 -2.81425834e-01 -1.25642279e+00
 -1.12851959e+00 -3.19391936e-02 -1.55761245e+00  1.17083828e+00
 -2.37593651e+00  2.40669477e+00 -1.85930502e+00 -6.57991365e-01
  1.40462527e+00  2.37909421e-01  8.71295642e-01  2.36644506e+00
 -6.81824446e-01 -1.88753247e-01 -8.34143892e-01 -1.76375392e+00
 -4.14343253e-01  2.24544677e+00  1.24581236e+00  6.58373674e-01
  1.75499231e-01 -3.03251751e-01 -2.19099051e+00  3.04044235e+00
 -2.14238763e-01 -8.96181814e-01  1.84038341e-01 -3.52391303e-02
  9.19045955e-01  4.39364370e-01  1.92641273e-01  1.62704396e+00
  3.87723744e-01  1.69184184e+00  7.53388494e-01  1.17147285e+00
  1.08902015e+00 -1.39373850e+00 -1.55203891e+00  9.74835183e-01
 -3.25629056e-01  9.88694087e-01 -1.25971503e+00  4.16134939e-01
  5.83754092e-01 -4.61214483e-02 -1.16498765e+00  7.20127523e-02
 -7.73267001e-01 -1.04911033e+00 -6.52607322e-01  4.71526027e-01
 -6.23688757e-01 -1.00423595e+00 -5.83973166e-01  1.31758392e+00
 -5.83023548e-01 -2.55493307e+00 -8.81170183e-02  6.47759601e-01
 -1.59642977e+00  1.23584989e+00 -2.88785808e-01  8.04208249e-01
 -1.90467036e+00 -1.11594653e+00 -2.23350853e-01 -1.28051844e+00
 -6.11954463e-01 -2.55900264e+00  1.06614023e+00  8.60713333e-01
  1.84261680e-01  1.04671922e+00 -1.32246508e+00  1.14564435e+00
 -2.56817162e-01  1.04836112e+00  1.82055118e+00  6.44038826e-01
 -4.81424898e-01 -5.23802549e-01 -1.76158547e-03 -9.37774144e-01
 -2.59617805e-01 -3.51994634e-01  4.21937966e+00 -4.89237765e-02
 -1.26594245e-01  1.05557192e+00 -7.09995538e-01  1.75664214e-01
 -1.29836172e+00 -4.08490900e-01 -8.76709461e-01  2.25645833e-01]",27.8,2.984,0.414,4.784,1.332,1.94,0.0,0.077,0.008,2.02,0.006,17.8,4.3728,0.3792,0.0766,5.0,0.3974,0.912,11.6,0.0776,98.4,13.3,0.712,wine white,0.7441
mustard greens cooked,"[ 4.67526833e-01 -9.33783616e-01  2.33645419e-01 -2.87055105e-01
  2.86065777e-01  2.69056529e-01 -1.90163760e+00 -6.51812712e-01
 -2.40343976e+00  5.74582795e-01  1.79172147e-01 -1.26791000e-02
 -3.05474013e-01 -5.69876075e-01  9.22911572e-01  8.44073951e-01
  5.07211566e-01 -1.04790950e+00 -2.75179505e-01 -7.53354112e-01
  6.09516462e-01  3.35361248e+00  1.71718208e+00 -4.82423087e-01
  6.49833282e-01 -1.16354529e+00  8.78982822e-01  3.35418765e+00
  2.71497299e-01  7.73663998e-01  1.10383336e+00 -1.25462264e+00
 -2.92672157e-01  1.41138868e+00  1.25630312e+00  1.31009698e+00
 -6.44460060e-01  8.50491603e-01 -6.43307274e-01 -6.78766648e-01
  7.12411068e-01 -2.21798682e+00 -1.30346789e+00 -3.42223545e-03
 -7.84275581e-01  1.94792037e-01 -3.18155468e-01 -5.28543194e-01
  1.52592822e+00  7.52420326e-01 -7.11475526e-01  1.02560871e+00
  3.17308227e-01 -8.64105423e-01  7.56322960e-01  2.77411362e+00
  5.01457949e-01 -9.25387939e-03 -8.17047755e-02 -3.26864064e-01
 -1.01217389e+00 -1.96770483e+00  4.83767827e-01 -8.66888257e-01
 -1.27038987e+00 -2.52952302e+00 -3.42997968e-01  1.35228761e+00
  1.47130768e-01 -1.73909064e+00  6.07282619e-01 -5.59309577e-01
 -3.05013478e-01 -1.33230972e+00  7.36350848e-01  3.94356396e+00
  7.06549227e-01 -7.19569604e-01 -2.25203175e+00  6.19175275e-01
  7.26951813e-01  2.03142680e+00  9.79932427e-01  2.74460999e+00
  1.07738137e-01 -5.10932634e-01 -3.17613522e-01  1.04457740e+00
 -1.20040552e+00  9.41606363e-02 -2.30292598e-01 -1.70310191e+00
  7.19080175e-01  9.33011159e-01 -1.96808732e+00 -3.95190020e-01
 -3.09415380e-01 -5.18696785e-01  1.00453436e+00 -2.34385060e+00]",26.0,2.56,0.47,4.51,1.41,2.0,572.5,0.098,0.0,25.3,1.78,9.0,0.433,0.063,0.041,118.0,0.122,0.87,13.0,0.0,42.0,0.6,0.185,mayonnaise,2.04
mustard greens frozen,"[-0.40842885  0.22484805  0.33904781 -0.87173977 -1.63499777  0.09341716
 -0.50911059  1.21966604 -1.8442683   0.43497807 -0.53808029 -0.04010701
 -1.53357666 -0.95331506  0.09928714  0.8341886   0.55599411 -1.84548648
 -0.88666292 -0.48140752  1.26658539  0.74994314  1.66344039 -1.0450622
 -1.54897745 -1.9640921   0.93318514  2.23799622  0.20230034  0.28788949
  0.87854285 -1.61050493  0.93429359  0.15340698 -0.01335918  0.65871209
 -1.25609817 -0.2126471   0.56869549 -0.78700439  0.99972342 -1.26530201
 -0.59334137  1.03857215  0.02165737  0.73887515 -0.88339802 -1.00428364
  1.71391539  1.08514016 -0.67084605  0.31415243  0.43863962 -1.03948748
  0.88234789  0.54954489  1.21782378 -0.30303929 -0.93561187  0.14643639
 -0.67926285 -1.11748896 -0.10187958  0.24351814 -0.98923866 -1.71478343
  0.42163227 -0.09143674  0.26582372 -0.54765107  0.41275503 -0.17618026
 -0.26842429 -1.14329008  0.72637009  1.97859228  0.17303532  0.33904046
 -2.10644639  0.70869329  0.95558445  0.90804413  0.1180499   2.17788466
 -0.0559448   0.34677834 -0.60179901  1.65932941 -1.22752464  0.19863594
  0.39847291 -0.95652358 -0.23128004  0.43672961 -0.40290133 -0.77794385
 -0.17782803 -0.95883278  1.35909627 -0.45512909]",19.33333333333333,2.3433333333333333,0.2566666666666666,3.2099999999999995,0.2133333333333333,2.9666666666666663,322.0,0.1156666666666666,0.0,17.633333333333336,0.9,92.66666666666669,0.2766666666666666,0.0556666666666666,0.0426666666666666,106.0,0.061,1.1766666666666667,13.666666666666666,0.309,26.0,0.6333333333333333,0.21,cucumber,2.587644531
