,FullName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Item,Footprint,Cluster_ID
1660,sausage chicken and beef,0.327050998,0.216121495,0.24,0,0,0,0.001033333,0.02125,0.005352113,0,0.00334672,0.00256,0.05075,0.017647059,0.003571429,0.001877988,0.006780112,0.008737864,0.019690577,0,0.017546633,0.069678039,0.092266667,beef,19.54409099,111
1661,sausage italian,0.276330377,0.188522196,0.189525,0.029175,0.010170341,0.004699248,0.000441667,0.0374375,0.012957746,0.00340625,0.00041834,0.004,0.04008125,0.025698529,0.032008929,0.003627931,0.010336347,0.02710356,0.024261603,0.000262,0.023711666,0.095867371,0.1044,beef,19.54409099,111
1662,sausage meatless,0.284922395,0.216471963,0.1816,0.0984,0,0.052631579,0,0.1035,0,0,0.014056225,0.01664,0.1399375,0.059117647,0.209196429,0.010755748,0.033235842,0.030097087,0.050632911,0.0058,0.035567499,0.035559827,0.077866667,beef,19.54409099,5
1663,sausage polish,0.310421286,0.173306075,0.2298,0.0279,0,0,0,0.0225,0.017535211,0,0,0.00192,0.0416875,0.023382353,0.034017857,0.001621898,0.009970752,0.007605178,0.018284107,0.000344,0.01920645,0.074002883,0.107733333,beef,19.54409099,22
1664,sausage pork and beef,0.328159645,0.150584112,0.2584,0.0213,0.001102204,0,0,0.01625,0.024366197,0,0,0.00192,0.03625,0.023529412,0.022232143,0.009731391,0.009306036,0.005906149,0.018284107,0.000256,0.028137844,0.036040365,0.12,beef,19.54409099,22
1665,sausage smoked link sausage,0.354767184,0.140186916,0.2873,0.0242,0,0,0.000433333,0.020375,0.008169014,0,0.000870147,0.00128,0.03675,0.015588235,0.017142857,0.002048714,0.010236639,0.006067961,0.018284107,0.000384,0.019127411,0,0.0672,bacon,4.025,49
1666,sausage summer,0.472283814,0.226985981,0.3791,0.0182,0.001202405,0.003759398,0.0075,0.01625,0.024366197,0,0,0.00448,0.03625,0.023529412,0.022232143,0.013828819,0.009306036,0.01828479,0.018284107,0.000256,0.028137844,0.036040365,0.12,beef,19.54409099,2
1667,sausage turkey,0.217849224,0.177978972,0.1342,0.03105,0.016032064,0.008458647,0.000716667,0.0368125,0.008591549,0.0064375,0.000937082,0.00384,0.04604375,0.024852941,0.005580357,0.004524243,0.014756714,0.04316343,0.02883263,0,0.026873222,0.053339741,0.136266667,turkey,2.075,89
1668,sausage vienna,0.254988914,0.122663551,0.194,0.026,0,0,0,0.015,0.014366197,0,0.001472557,0.00256,0.0201625,0.015735294,0.007767857,0.001707262,0.003988301,0.007119741,0.009845288,0,0.007745811,0.081210956,0.085333333,beef,19.54409099,31
1669,scrapple pork,0.236141907,0.094158879,0.1387,0.1406,0.002004008,0.005639098,0.020866667,0.015,0.004366197,0.001041667,0.001004016,0.0032,0.0284125,0.042205882,0.010357143,0.001195083,0.028183994,0.015291262,0.018284107,0,0.012013911,0.083613647,0.056533333,pork,5.786150705,4
1670,seasoning mix dry,0.242793792,0.059657321,0.024333333,0.381866667,0.065130261,0.151002506,0,0,0,0.000819444,0,0,0,0,0,0,0,0.029935275,0,0,0,0,0,mayonnaise,2.04,119
1671,seaweed agar,0.184035477,0.03942757,0.00165,0.43815,0.016282565,0.077067669,0,0.0209375,0,0,0.019645248,0.2128,0.00160625,0.017941176,0.000669643,0.05796153,0.044602499,0.094093851,0.588607595,0.018692,0.004505217,0.019461797,0.170133333,espresso,0.55,114
1672,seaweed kelp,0.04767184,0.019626168,0.0056,0.0957,0.006012024,0.02443609,0.0002,0.00025,0,0.00125,0.005823293,0.1152,0.005875,0.022058824,0.004464286,0.028681994,0.017282638,0.023058252,0.170182841,0.0016,0.006639267,0.003363767,0.0656,eel,3.88,46
1673,seaweed spirulina,0.175166297,0.370268692,0.04055,0.1316,0.017034068,0.037593985,0.000533333,0.024875,0,0.002291667,0.018373494,0.03296,0.0876,0.295,0.116160714,0.011267926,0.445160861,0.12657767,0.150492264,0.008344,0.010196016,0.018981259,0.058666667,lettuce,2.694285714,35
1674,seaweed wakame,0.049889135,0.035397196,0.0064,0.0914,0.006513026,0.009398496,0.0006,0.00025,0,0.00125,0.00669344,0.12544,0.02,0.033823529,0.005357143,0.025608923,0.037755916,0.01763754,0.150492264,0.0112,0.012646222,0.003363767,0.020266667,eel,3.88,46
1675,seeds breadfruit seeds,0.209164819,0.073598131,0.0353,0.3378,0,0.100250627,0.000444444,0.04325,0,0.002819444,0,0.034346667,0.054741667,0.034852941,0.035178571,0.010414295,0.156784543,0.013942826,0.07782466,0.001165333,0.024976288,0,0.049066667,sunflower seed,1.1595,119
1676,seeds chia seeds,0.538802661,0.193224299,0.3074,0.4212,0,0.646616541,0,0,0,0.000666667,0.00334672,0,0.110375,0.025,0.055357143,0.107728204,0.12283967,0.062459547,0.47116737,0.021784,0.135946886,0.265257088,0.244266667,sunflower seed,1.1595,59
1677,seeds flaxseed,0.592017738,0.213668224,0.4216,0.2888,0.015531062,0.513157895,0,0.059125,0,0.00025,0.002074967,0.05568,0.0385,0.023676471,0.146785714,0.04353517,0.162190907,0.046359223,0.551336146,0.019856,0.101485931,0.122056704,0.231466667,sunflower seed,1.1595,19
1678,seeds lotus seeds,0.233370288,0.114135514,0.0125,0.40875,0,0,6.67E-05,0.0498125,0,0,0,0.04224,0.01268125,0.013970588,0.036205357,0.017670157,0.029513427,0.018122977,0.187060478,0.011756,0.062756876,0,0.035466667,sunflower seed,1.1595,96
1679,seeds pumpkin and squash seed kernels,0.630820399,0.350116822,0.4905,0.133766667,0.013293253,0.119047619,1.11E-05,0.014291667,0,0.000763889,0.007362784,0.036693333,0.057695833,0.022205882,0.012291667,0.008536308,0.172516175,0.067313916,0.793248945,0.036061333,0.18869217,0.045170591,0.410488889,sunflower seed,1.1595,19
1680,seeds pumpkin and squash seeds,0.494456763,0.216705607,0.194,0.5375,0,0.345864662,0.0001,0.004625,0,0.000125,0,0.00576,0.003575,0.007647059,0.003035714,0.009389939,0.091730923,0.026779935,0.368495077,0.003968,0.014543155,0,0.549333333,sunflower seed,1.1595,33
1681,seeds safflower seed kernels,0.573170732,0.189018692,0.3845,0.3429,0,0,0.0001,0.14625,0,0,0,0.1024,0.02855,0.061029412,0.103839286,0.01331664,0.232252061,0.039644013,0.496483826,0.016112,0.101802087,0,0.269333333,sunflower seed,1.1595,26
1682,seeds safflower seed meal,0.379157428,0.416121495,0.0239,0.4873,0,0,6.67E-05,0.145125,0,0,0,0.10176,0.0283125,0.060588235,0.102946429,0.013145914,0.230390853,0.039320388,0.492264416,0.015984,0.10085362,0,0.2672,sunflower seed,1.1595,72
1683,seeds sesame butter,0.654101996,0.206168224,0.52416,0.22164,0.000981964,0.143233083,0.0001,0.035325,0,0.00035,0.000334672,0.062976,0.0733975,0.041852941,0.105714286,0.071295242,0.280244616,0.067038835,0.281575246,0.011056,0.117704711,0.100240269,0.33728,sunflower seed,1.1595,19
1684,seeds sesame flour,0.458610495,0.47211838,0.169133333,0.324233333,0,0,0.0001,0.018583333,0,0,0,0.018986667,0.160425,0.040441176,0.230059524,0.026064193,0.193964371,0.117826321,0.497421472,0.011434667,0.125092212,0,0.557688889,sunflower seed,1.1595,72
1685,seeds sesame meal,0.628603104,0.198130841,0.48,0.2604,0,0,0.0001,0.01825,0,0,0,0.0192,0.1602,0.040441176,0.229732143,0.026121102,0.193698484,0.117718447,0.486638537,0.011416,0.122352197,0,0.5456,sunflower seed,1.1595,19
1686,seeds sesame seed kernels,0.65225425,0.211721184,0.524033333,0.2127,0.004809619,0.284461153,0.0001,0.028833333,0,0,0.0048639,0.065493333,0.069483333,0.050098039,0.092529762,0.018324607,0.19117256,0.059115426,0.486169714,0.011450667,0.11671409,0.165305142,0.483377778,sunflower seed,1.1595,19
1687,seeds sesame seeds,0.630820399,0.202628505,0.48835,0.24595,0.001503006,0.242481203,0,0.0995,0,0,0.00083668,0.0624,0.05685,0.036617647,0.071160714,0.167653084,0.435522467,0.118567961,0.49718706,0.019824,0.10014227,0.165305142,0.3976,sunflower seed,1.1595,19
1688,seeds sunflower seed butter,0.684035477,0.201869159,0.552,0.2332,0.105611222,0.107142857,0,0.06875,0,0.001125,0.153212851,0.15168,0.0843375,0.023970588,0.004732143,0.010926474,0.212310556,0.033333333,0.437412096,0.016584,0.105279798,0.501681884,0.2608,sunflower seed,1.1595,19
1689,seeds sunflower seed flour,0.361419069,0.561448598,0.0161,0.3583,0,0.097744361,6.67E-05,0.094125,0,0.000541667,0,0.14208,0.0914125,0.039117647,0.284553571,0.019462782,0.227731986,0.053559871,0.486638537,0.0158,0.108915586,0.279673234,0.264,sunflower seed,1.1595,72
1690,seeds sunflower seed kernels,0.660437124,0.223598131,0.524657143,0.221571429,0.02046951,0.19575725,1.43E-05,0.109767857,0,0.000547619,0.15302161,0.1504,0.069776786,0.041533613,0.038035714,0.012341062,0.241880959,0.040487748,0.220012055,0.016637714,0.170814326,0.29532505,0.278857143,sunflower seed,1.1595,19
1691,seeds sunflower seed kernels from shell,0.605321508,0.225817757,0.498,0.1531,0.027354709,0.169172932,0,0.1005,0,0.000583333,0.174698795,0.15168,0.088025,0.036176471,0.009464286,0.011950831,0.24328636,0.030744337,0.181434599,0.01688,0.182579829,0.381066795,0.282133333,sunflower seed,1.1595,19
1692,seeds watermelon seed kernels,0.61751663,0.330957944,0.4737,0.1531,0,0,0,0.011125,0,0,0,0.03712,0.044375,0.021323529,0.016964286,0.009219212,0.091199149,0.058899676,0.724331927,0.012912,0.11934872,0,0.546133333,sunflower seed,1.1595,19
1693,shake fast food,0.144678492,0.039544393,0.0466,0.19245,0.068286573,0.012218045,0.00195,0.0065,0.003732394,0.000166667,0.00083668,0.00096,0.002425,0.062867647,0.003169643,0.019462782,0.00830896,0.002305825,0.018284107,0.0002,0.0156497,0.012734262,0.0248,coffee drip filtered,0.595,38
1694,shallots freeze dried,0.385809313,0.143691589,0.005,0.807,0.382364729,0.295112782,3.33E-05,0.209375,0,0.01625,0.001204819,0.07424,0.0125,0.014705882,0.026785714,0.031242886,0.056500931,0.048543689,0.146272855,0.011336,0.046791021,0.027390678,0.102933333,carrots frozen,0.267,73
1695,shallots raw,0.079822616,0.029205607,0.001,0.168,0.078857715,0.060150376,0,0.043125,0,0.003333333,0.000267738,0.02176,0.0025,0.002941176,0.005357143,0.006316868,0.011699016,0.009708738,0.029535865,0.002336,0.009484666,0.005766458,0.021333333,onion,0.239483333,0
1696,sherbet orange,0.159645233,0.012850467,0.02,0.304,0.243687375,0.02443609,0.0004,0.002875,0.001830986,0.000958333,6.69E-05,0.00256,0.0007875,0.014264706,0.002410714,0.009219212,0.003722414,0.001132686,0.011251758,8.80E-05,0.006323111,0.007208073,0.0256,orange,0.354612903,44
1697,shortening confectionery,0.980044346,0,1,0,0,0,0,0,0,0,0.127175368,0,0,0,0,0,0,0,0,0,0,0,0,margarine,1.43,3
1698,shortening confectionery coconut hydrogenated and or palm kernel hydrogenated,0.980044346,0,1,0,0,0,0,0,0,0,0.013052209,0,0,0,0,0,0,0,0,0,0,0,0,coconut,1.78,3
1699,shortening frying heavy duty palm hydrogenated,0.980044346,0,1,0,0,0,0,0,0,0,0.127175368,0,0,0,0,0,0,0,0,0,0,0,0,palm oil,2.3159,3
1700,shortening frying heavy duty soybean hydrogenated,0.980044346,0,1,0,0,0,0,0,0,0,0.04103079,0,0,0,0,0,0,0,0,0,0,0,0,margarine,1.43,39
1701,shortening household,0.988913525,0,1,0,0,0,0,0,0,0,0.023862115,0,0,0,0,0,0,0,0,0,0,0,0,margarine,1.43,3
1702,shortening special purpose for baking,0.980044346,0,1,0,0,0,0,0,0,0,0.04103079,0,0,0,0,0,0,0,0,0,0,0,0,carob,1.1035,39
1703,shortening special purpose for cakes and frostings,0.980044346,0,1,0,0,0,0,0,0,0,0.04103079,0,0,0,0,0,0,0,0,0,0,0,0,cocoa cakes and croissant,1.970555556,39
1704,shortening vege household,0.980044346,0,0.9997,0,0,0,0,0.000125,0,0,0.04103079,0,0,0,0.001785714,0.000170726,0,0.000566343,0,0,0,0,0,margarine,1.43,39
1705,side dishes potato salad,0.126385809,0.017873832,0.0603,0.1353,0,0,0.001,0.01875,0.001690141,0.000458333,0,0.016,0.003375,0.016176471,0.00625,0.002390166,0.010502526,0.005906149,0.011251758,0.000592,0.008852355,0.004324844,0.010666667,avocado,0.9975,77
1706,silk chai soymilk,0.058758315,0.02885514,0.0144,0.0782,0.057715431,0,0,0,0.005211268,0,0,0,0,0.020588235,0,0.020999317,0,0.003559871,0,0,0,0,0.019733333,espresso,0.55,36
1707,silk chocolate soymilk,0.064301552,0.024065421,0.0144,0.0947,0.078356713,0.015037594,0,0,0.017323944,0,0,0,0,0.030882353,0,0.020999317,0,0.004773463,0.022503516,0,0,0.008169149,0.013333333,chocolate,6.6,36
1708,silk coffee soymilk,0.068736142,0.024065421,0.0144,0.1029,0.09488978,0,0,0,0.005211268,0,0,0,0,0.030882353,0,0.020999317,0,0,0,0,0,0,0.019733333,espresso,0.55,36
1709,silk light chocolate soymilk,0.054323725,0.024065421,0.0062,0.0905,0.078356713,0.015037594,0,0,0.017323944,0,0,0,0,0.030882353,0,0.020999317,0,0.004773463,0.022503516,0,0,0.008169149,0.013333333,dark chocolate,2.673333333,36
1710,silk light plain soymilk,0.032150776,0.02885514,0.0082,0.0329,0.024749499,0.007518797,0,0,0.017323944,0,0,0,0,0.030882353,0,0.020999317,0,0.003559871,0.022503516,0,0,0.011052379,0.013333333,yogurt plain,2.095343049,14
1711,silk light vanilla soymilk,0.036585366,0.02885514,0.0082,0.0412,0.028857715,0.007518797,0,0,0.017323944,0,0,0,0,0.030882353,0,0.020999317,0,0.003559871,0.022503516,0,0,0.011052379,0.013333333,vanilla,4.3,14
1712,silk mocha soymilk,0.064301552,0.024065421,0.0144,0.0905,0.074248497,0,0,0,0.005211268,0,0,0,0,0.020588235,0,0.020999317,0,0.003559871,0,0,0,0,0.019733333,hazelnut,1.0674,36
1713,silk nog soymilk,0.082039911,0.028738318,0.0164,0.123,0.098597194,0,0,0,0,0,0,0,0,0,0,0.002731618,0,0.002427184,0,0,0,0,0,almond milk,0.4179028,47
1714,silk plain soymilk,0.045454545,0.03364486,0.0165,0.0329,0.024749499,0.007518797,0,0,0.017323944,0,0,0,0,0.030882353,0,0.020999317,0,0.003559871,0.022503516,0,0,0.011052379,0.013333333,yogurt plain,2.095343049,14
1715,silk plus fiber soymilk,0.045454545,0.02885514,0.0144,0.0576,0.028857715,0.039473684,0,0,0.017323944,0,0,0,0,0.030882353,0,0.020999317,0,0.003559871,0.022503516,0,0,0.011052379,0.013333333,whole wheat flour,0.375669154,117
1716,silk plus for bone health soymilk,0.045454545,0.02885514,0.0144,0.0453,0.028857715,0.015037594,0,0,0.017323944,0,0,0,0,0.030882353,0,0.028169816,0,0.003559871,0.022503516,0,0,0.011052379,0.013333333,neck,4.025,14
1717,silk unsweetened soymilk,0.036585366,0.03364486,0.0165,0.0165,0.004108216,0.007518797,0,0,0.017323944,0,0,0,0,0.030882353,0,0.020999317,0,0.003559871,0.022503516,0,0,0.011052379,0.013333333,hazelnut,1.0674,88
1718,silk vanilla soymilk,0.045454545,0.02885514,0.0144,0.0412,0.028857715,0.007518797,0,0,0.017323944,0,0,0,0,0.030882353,0,0.020999317,0,0.003559871,0.022503516,0,0,0.011052379,0.013333333,vanilla,4.3,14
1719,silk very vanilla soymilk,0.058758315,0.02885514,0.0165,0.0782,0.065931864,0.007518797,0,0,0.017323944,0.003583333,0,0,0,0.030882353,0,0.024584566,0,0.003559871,0.022503516,0,0,0.011052379,0.033066667,vanilla,4.3,36
1720,smart soup french lentil,0.058758315,0.033878505,0.0106,0.095,0.026052104,0.054511278,0,0,0,0,0,0,0,0,0,0.003926702,0,0.008090615,0,0,0,0,0,lentil,1.03,17
1721,smart soup indian bean masala,0.063192905,0.038551402,0.0088,0.105,0.023046092,0.04887218,0,0,0,0,0,0,0,0,0,0.003755975,0,0.008090615,0,0,0,0,0,bean,0.674285714,17
1722,smart soup moroccan chick pea,0.05654102,0.023364486,0.0106,0.097,0.042084168,0.058270677,0,0,0,0,0,0,0,0,0,0.003926702,0,0.008090615,0,0,0,0,0,pea,0.58075,78
1723,smart soup santa fe corn chowder,0.06097561,0.023364486,0.0071,0.112,0.036072144,0.037593985,0,0,0,0,0,0,0,0,0,0.003926702,0,0.008090615,0,0,0,0,0,corn canned,1.355,17
1724,smart soup thai coconut curry,0.039911308,0.009345794,0.0106,0.065,0.037074148,0.018796992,0,0,0,0,0,0,0,0,0,0.003243797,0,0,0,0,0,0,0,chili,0.8,28
1725,smart soup vietnamese carrot lemongrass,0.048780488,0.015186916,0.0106,0.082,0.044088176,0.028195489,0,0,0,0,0,0,0,0,0,0.003926702,0,0,0,0,0,0,0,carrot,0.228875,78
1726,smoked link sausage pork,0.342572062,0.139953271,0.2823,0.0094,0.009418838,0,0,0.022375,0.009295775,0,0.00167336,0.00064,0.0350875,0.026470588,0.018928571,0.001877988,0.023398032,0.004773463,0.015471167,8.80E-05,0.024818211,0.087938491,0.069866667,pork ham,7.9325,22
1727,smoked link sausage pork and beef,0.322062084,0.159170561,0.2452,0.0294,0.01503006,0,0,0.019375,0.020352113,0.000666667,0.000736278,0.00128,0.0346625,0.028676471,0.019107143,0.009133849,0.011964903,0.011771845,0.020393812,0.00036,0.019522605,0.071600192,0.1056,beef,19.54409099,22
1728,snack mixed berry bar,0.424611973,0.153738318,0.1053,0.5884,0.263727455,0.148496241,0.0009,0.0145,0.007183099,0.00025,0.001941098,0.01792,0.010725,0.041911765,0.025267857,0.017926246,0.032438181,0.015291262,0.127988748,0.015704,0.054220677,0.095146564,0.1408,mixed nuts,0.47,73
1729,snack potato chips,0.60421286,0.053971963,0.3528,0.5538,0.00761523,0.054511278,0,0.061625,0,0.0005,0.091834003,0.01216,0.0331625,0.010294118,0.01875,0.002902345,0.018080298,0.006472492,0.05625879,0.00208,0.017388555,0.001922153,0.030933333,potato,0.24620978,85
1730,snack pretzel,0.517738359,0.082359813,0.1764,0.7007,0.388777555,0.065789474,0.000833333,0.003875,0.004507042,0,0.004149933,0.07296,0.029975,0.046617647,0.032142857,0.024072388,0.034831162,0.020550162,0.049226442,0.003616,0.020233955,0.069678039,0.070933333,simple cookies,1.496333333,74
1731,snacks bagel chips,0.5,0.144158879,0.1514,0.6636,0.060320641,0.077067669,0,0.014625,0,0,0.005421687,0.1408,0.09575,0.049558824,0.046696429,0.004097428,0.022201542,0.040857605,0.054852321,0.005376,0.020708188,0.173954829,0.053333333,wholegrain crackers,0.989176471,99
1732,snacks banana chips,0.575388027,0.026869159,0.336,0.584,0.354108216,0.144736842,0.000133333,0.0325,0,0.002625,0.001606426,0.00896,0.008875,0.0025,0.007589286,0.003073071,0.02725339,0.010113269,0.106891702,0.01248,0.008852355,0.007208073,0.04,banana,0.81292,106
1733,snacks beef jerky,0.454545455,0.387850467,0.256,0.11,0.090180361,0.033834586,0,0.022375,0.013943662,0,0.003279786,0.08576,0.02165,0.020882353,0.01375,0.003414523,0.030178144,0.043851133,0.071729958,0.000888,0.064337654,0.051417588,0.432533333,beef,19.54409099,19
1734,snacks beef sticks,0.609756098,0.251168224,0.496,0.054,0,0,0.000433333,0.025625,0.014084507,0.002833333,0,0,0.05675,0.064117647,0.012589286,0.011609379,0.017282638,0.027508091,0.029535865,0.000688,0.028453999,0,0.129066667,beef,19.54409099,26
1735,snacks brown rice chips,0.425720621,0.095794393,0.028,0.815,0.006012024,0.078947368,0,0.01875,0,0,0.0437751,0.01344,0.097575,0.024264706,0.005446429,0.001877988,0.059159798,0.012055016,0.184247539,0.02984,0.056907999,0.118212398,0.16,rice,2.535572141,109
1736,snacks candy bits,0.460088692,0,0.075,0.869,0.651302605,0.003759398,3.33E-05,0.008625,0.010704225,0.075,0.004016064,0.0064,0.0021625,0.050441176,0.007053571,0.085363078,0.002791811,0.001537217,0.032348805,0.000168,0.030034777,0.028832292,0.045866667,dark chocolate,2.673333333,52
1737,snacks candy rolls,0.398004435,0.005373832,0.0653,0.7464,0.392284569,0.062030075,0,0.00325,0,0.108666667,0.002744311,0.00128,0.00125,0.003676471,0.001339286,0.073412247,0.015155544,0.004530744,0.012658228,0.000656,0.0028454,0.005766458,0.010133333,simple cookies,1.496333333,92
1738,snacks corn based,0.591463415,0.075759346,0.3167875,0.5779125,0.015606212,0.052161654,0.0003875,0.01825,0.001690141,0.000375,0.017218876,0.05616,0.039540625,0.033768382,0.017154018,0.014298316,0.015537756,0.019447816,0.065400844,0.002323,0.02270392,0.030394041,0.038666667,corn canned,1.355,85
1739,snacks corn cakes,0.429046563,0.094626168,0.024,0.834,0.11758517,0.017857143,0.001366667,0.0175,0,0,0,0.01216,0.064375,0.007352941,0.022321429,0.003243797,0.055836214,0.011326861,0.160337553,0.01452,0.024818211,0.047573282,0.106666667,cakes and croissant,2.230607143,13
1740,snacks crisped rice bar,0.477827051,0.07067757,0.1695,0.688,0,0.054511278,0,0.1543125,0,0.002395833,0,0.0448,0.15428125,0.154338235,0.082723214,0.008109492,0.037024727,0.051173139,0.083684951,0.0104,0.023790705,0.023306103,0.164,rice,2.535572141,99
1741,snacks fruit leather,0.409090909,0.003796729,0.0317,0.84755,0.26738477,0.032894737,0.0001,0.0375,0,0.043333333,0.001874163,0.00096,0.00125,0.011764706,0.004754464,0.003670612,0.022733316,0.006593851,0.021800281,0.000736,0.004070503,0.011412782,0.010133333,exotic fruit,2.43,92
1742,snacks granola bar,0.476348854,0.11392134,0.13975,0.660891667,0.325517702,0.109962406,0.002769444,0.055739583,0.004776995,0.000805556,0.022439759,0.07664,0.027319792,0.032867647,0.026622024,0.026405645,0.048014712,0.023280744,0.131036099,0.008504667,0.032959216,0.053379785,0.096666667,hazelnut,1.0674,73
1743,snacks granola bars,0.499113082,0.0944081,0.194226667,0.652333333,0.098042752,0.079197995,0.000595556,0.015608333,0.002122066,8.06E-05,0.007327086,0.018133333,0.024161667,0.027294118,0.018446429,0.016867744,0.041868297,0.020593312,0.107641819,0.0104608,0.033870798,0.059907096,0.0816,simple cookies,1.496333333,76
1744,snacks granola bites,0.5,0.083761682,0.175,0.6627,0.300601202,0.107142857,6.67E-05,0.017875,0.000985915,8.33E-05,0.016800535,0.02432,0.028975,0.021470588,0.017767857,0.006999772,0.032837011,0.012621359,0.097046414,0.013456,0.034144799,0.096107641,0.1024,cornflakes,2.64,74
1745,snacks kraft,0.494456763,0.099299065,0.1564,0.7186,0.006112224,0.129699248,0,0.028625,0,0,0.013253012,0,0.021175,0.019117647,0.003660714,0.001536535,0.015288487,0.013511327,0.158931083,0.00364,0.043471388,0.071119654,0.094933333,crispbread,1.3645,99
1746,snacks oriental mix,0.56097561,0.202219626,0.2558,0.5162,0.03006012,0.248120301,0,0.009,0,0.000125,0.037483266,0.02432,0.0385125,0.020735294,0.027767857,0.009219212,0.017814411,0.0197411,0.165963432,0.010184,0.041416377,0.038923594,0.141866667,mixed nuts,0.47,16
1747,snacks pita chips,0.506651885,0.137733645,0.152,0.6826,0.047695391,0.071428571,0,0.013625,0,0,0.046385542,0.1376,0.0880375,0.045147059,0.05,0.002902345,0.018745015,0.037135922,0.052039381,0.005248,0.019601644,0.159058145,0.0512,wholegrain crackers,0.989176471,99
1748,snacks plantain chips,0.588691796,0.026635514,0.2959,0.6384,0.009218437,0.065789474,0.0023,0.0575,0,0.013375,0.03373494,0.0224,0.010025,0.005882353,0.005803571,0.001536535,0.026322786,0.007847896,0.099859353,0.002208,0.012330066,0.001922153,0.019733333,wholegrain crackers,0.989176471,16
1749,snacks popcorn,0.505912786,0.107330607,0.179175,0.675616667,0.086882098,0.183740602,0.000258333,0.023135417,0.000633803,5.21E-05,0.008277555,0.01136,0.026871875,0.019865196,0.010952381,0.004510016,0.037733759,0.02032767,0.152836381,0.005401333,0.039835599,0.030313952,0.140044444,cornflakes,2.64,16
1750,snacks pork skins,0.599778271,0.696261682,0.3155,0.008,0,0,0.001283333,0.0111875,0.005422535,0.000416667,0.001773762,0.00992,0.03065,0.052573529,0.008169643,0.006231505,0.029513427,0.00776699,0.007735584,0.000572,0.024106861,0.098510332,0.033866667,pork sausages,17.94,72
1751,snacks potato chips,0.53234642,0.079109401,0.253570588,0.592070588,0.012130143,0.087019018,0.000721569,0.065301471,0.0008285,0.012117647,0.019812584,0.024470588,0.053024265,0.018728374,0.022426471,0.007642506,0.03237562,0.012668951,0.086456524,0.003127529,0.027375351,0.02560986,0.054054902,potato,0.24620978,16
1752,snacks potato sticks,0.578713969,0.078271028,0.344,0.533,0.002204409,0.063909774,0,0.04,0,0.019708333,0.060977242,0.0256,0.0598125,0.017058824,0.008571429,0.003073071,0.04187716,0.018365696,0.090014065,0.003384,0.027189377,0.038923594,0.0528,potato,0.24620978,85
1753,snacks pretzels,0.433481153,0.108917445,0.054566667,0.78365,0.072177689,0.068609023,0,0.0180625,0,0.00025,0.001606426,0.066986667,0.045195833,0.040343137,0.026547619,0.006743683,0.033900558,0.022855987,0.048054384,0.012806667,0.01941722,0.029072561,0.045777778,cornflakes,2.64,13
1754,snacks rice cakes,0.42827051,0.097079439,0.0342,0.8075,0.001763527,0.051691729,0,0.017925,0,0.00025,0.001659973,0.011776,0.09111625,0.018647059,0.005669643,0.002390166,0.054427014,0.012386731,0.192405063,0.037532,0.058014543,0.072176838,0.145493333,rice,2.535572141,109
1755,snacks sesame sticks,0.599778271,0.127336449,0.367,0.465,0.000951904,0.026315789,6.67E-05,0.01075,0,0,0.012884873,0.01408,0.0194,0.009264706,0.010982143,0.029023446,0.053975007,0.005987055,0.063291139,0.007232,0.021814733,0.082172033,0.0624,sunflower seed,1.1595,85
1756,snacks soy chips or crisps,0.426829268,0.309579439,0.0735,0.5315,0.018036072,0.065789474,0,0.064125,0,0,0.006760375,0.1536,0.037225,0.051323529,0.029732143,0.029194173,0.326508907,0.042071197,0.239099859,0.016312,0.001106544,0.058145123,0.08,soy meal,0.62,99
1757,snacks sweet potato chips,0.589800443,0.034345794,0.3235,0.5682,0.088376754,0.165413534,0.039466667,0.066875,0,0,0.065729585,0.02368,0.0261,0.023676471,0.007857143,0.010072843,0.054772667,0.017152104,0.091420534,0.010792,0.022921277,0.010091302,0.028266667,sweet potato,0.35,16
1758,snacks taro chips,0.55210643,0.026869159,0.249,0.681,0.038276553,0.135338346,0.000233333,0.05475,0,0.002083333,0.075903614,0.0128,0.0064375,0.004264706,0.015535714,0.010243569,0.037224143,0.009708738,0.11814346,8.00E-06,0.020708188,0.008649688,0.020266667,wholegrain crackers,0.989176471,16
1759,snacks tortilla chips,0.511862528,0.095771028,0.18552,0.67247,0.011623246,0.09887218,0.0004,0.0278375,0.001549296,0.000383333,0.015990629,0.01664,0.016555,0.027705882,0.016660714,0.024891873,0.022533901,0.017605178,0.133895921,0.0023512,0.041274107,0.041854877,0.07904,wholegrain crackers,0.989176471,16
1760,snacks trail mix,0.51751663,0.145560748,0.2794,0.4904,0.047855711,0.018796992,0.000113333,0.036025,0,0.001083333,0.01124498,0.038528,0.04929,0.028205882,0.039285714,0.014716595,0.111300186,0.025113269,0.206469761,0.0082528,0.052165666,0.014800577,0.14816,mixed nuts,0.47,85
1761,snacks vegetable chips,0.548780488,0.055198598,0.26555,0.592,0.069088176,0.146616541,0.001766667,0.0671875,0,0.003541667,0.043507363,0.03296,0.02834375,0.013970588,0.016071429,0.011182563,0.044203669,0.012904531,0.097749648,0.00592,0.025924755,0.010091302,0.044,flavored crackers,1.005,16
